Jugador anonimizado;Minutos;"Avg Dist
(Sess)
(m)";"ZONA 4
19,9 A
25,1 KM/H";"ZONA 5
> 25,1
KM/H";"#ACELE
RACIONES
INTENSAS";"#DES
ACELERACIONES
INTENSAS";"# ACEL
+ DESINTENSAS";"#CANTIDAD
SPRINTS
TOTAL";"PROMEDIO 
ESFUERZOS 
REPETIDOS";Max. Vel (km/h);Metros/min;Tiempo;Rival;Número de fecha del torneo;Torneo;Fecha;Categoria de Partido;Posición;Posición Habitual;Gol?;Asistencia?;Lesión?;Edad;Peso;Altura
1;50;4.880;371;171;60;46;106;9;30;30;97,6;1;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
2;50;5.310;310;145;37;53;90;6;25;31;106,2;1;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Lateral / Volante;0;0;0;25;70;177
3;50;6.082;477;47;30;54;84;2;24;28;121,6;1;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Volante / Extremo;0;0;0;27;70;178
4;50;4.755;215;85;37;44;81;7;24;29;95,1;1;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Delantero;0;0;0;33;91;190
5;50;5.300;270;73;28;41;69;5;24;29;106;1;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Delantero;0;0;0;23;82;184
6;50;4.836;266;24;30;34;64;2;19;28;96,7;1;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Lateral;0;0;0;29;73;177
7;50;5.113;270;14;30;28;58;2;16;26;102,3;1;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Lateral;0;0;0;26;72;175
8;50;4.595;174;14;25;28;53;1;16;28;91,9;1;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Defensor Central;0;0;0;22;86;186
9;50;5.518;167;19;14;37;51;1;19;27;110,4;1;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Volante Central;0;0;0;21;78;188
10;50;756;36;29;11;1;12;3;4;29;15,1;1;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Volante Ofensivo / Extremo;0;0;0;32;62;168
11;35;3.853;258;65;44;47;91;3;19;29;110,1;2;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Volante Central;0;0;1;24;63;170
3;45;5.307;430;42;34;43;77;2;24;29;117,9;2;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Volante / Extremo;0;0;0;27;70;178
7;51;4.976;330;31;28;35;63;2;20;27;97,6;2;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Lateral;0;0;0;26;72;175
4;51;4.347;164;96;26;35;61;4;16;31;85,2;2;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Delantero;0;0;0;33;91;190
5;46;4.423;109;0;26;32;58;0;20;24;96,2;2;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Delantero;0;0;0;23;82;184
6;51;5.028;226;42;25;30;55;2;15;30;98,6;2;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Lateral;0;0;0;29;73;177
9;51;5.276;238;0;22;30;52;0;16;25;103,5;2;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Volante Central;0;0;0;21;78;188
8;51;4.726;146;43;23;28;51;3;15;29;92,7;2;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Defensor Central;0;0;0;22;86;186
1;27;2.659;118;78;13;22;35;4;12;33;98,5;2;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
2;16;1.928;88;25;16;17;33;2;9;28;120,5;2;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Lateral / Volante;0;1;0;25;70;177
12;22;2.457;138;40;11;19;30;3;10;30;111,7;2;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Lateral;0;0;0;30;65;169
10;51;1.239;50;20;16;1;17;1;3;31;24,3;2;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Volante Ofensivo / Extremo;1;0;0;32;62;168
13;4;531;84;51;5;2;7;2;2;30;132,8;2;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Lateral / Volante;0;0;0;23;68;172
14;4;532;97;3;3;2;5;0;1;25;133;2;Independiente del Valle;1;Libertadores;04/04/2023;Importante;;Volante Central;0;0;0;26;68;171
22;47;5.478;324;30;34;33;67;2;19;27;116,6;1;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Volante Ofensivo;0;0;;28;70;187
15;47;5.016;238;11;33;30;63;1;18;26;106,7;1;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Delantero;0;0;0;33;79;185
16;47;5.340;250;16;25;36;61;1;19;27;113,6;1;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Lateral;0;0;0;34;66;174
13;47;5.009;353;122;33;28;61;8;19;31;106,6;1;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Lateral / Volante;0;0;0;23;68;172
17;47;5.098;370;130;25;34;59;8;19;31;108,5;1;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Lateral;0;0;0;23;69;170
9;47;5.383;197;27;23;32;55;1;15;31;114,5;1;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Volante Central;0;0;0;21;78;188
18;47;4.882;200;48;24;27;51;3;19;29;103,9;1;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Defensor Central;0;0;0;30;83;179
8;47;4.881;177;18;23;21;44;1;11;30;103,9;1;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Defensor Central;0;0;0;22;86;186
7;47;4.832;290;31;15;22;37;2;15;28;102,8;1;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Lateral;0;0;0;26;72;175
19;47;5.183;57;22;15;14;29;1;13;30;110,3;1;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Volante Central;0;0;0;28;70;170
2;52;5.261;350;80;46;39;85;5;29;30;101,2;2;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Lateral / Volante;0;0;0;25;70;177
9;52;5.574;243;9;25;36;61;1;18;26;107,2;2;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Volante Central;0;0;0;21;78;188
15;52;4.236;117;31;32;26;58;2;17;30;81,5;2;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Delantero;0;0;0;33;79;185
7;52;4.770;175;32;20;31;51;2;19;28;91,7;2;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Lateral;0;0;0;26;72;175
8;52;4.909;151;21;20;28;48;2;13;30;94,4;2;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Defensor Central;0;0;0;22;86;186
1;40;4.051;190;49;22;19;41;4;18;31;101,3;2;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
18;52;5.208;193;51;17;22;39;3;19;29;100,2;2;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Defensor Central;0;0;0;30;83;179
17;27;2.766;87;5;18;21;39;0;12;26;102,4;2;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Lateral;0;0;0;23;69;170
4;25;2.164;117;12;18;16;34;1;9;27;86,6;2;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Delantero;0;0;0;33;91;190
3;22;2.842;319;84;14;14;28;4;11;30;129,2;2;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
5;22;2.370;83;0;10;16;26;0;9;23;107,7;2;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Delantero;0;0;0;23;82;184
16;12;1.351;43;17;11;10;21;1;5;29;112,6;2;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Lateral;0;0;0;34;66;174
22;13;1.367;52;0;9;10;19;0;8;25;105,2;2;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Volante Ofensivo;0;0;0;28;70;187
19;27;2.501;27;0;5;9;14;0;3;22;92,6;2;Sarmiento;10;Torneo Local;08/04/2023;Normal;;Volante Central;0;0;0;28;70;170
10;48;5.138;302;139;37;53;90;7;23;32;107;1;Union;11;Torneo Local;11/04/2023;Normal;;Volante Ofensivo / Extremo;0;0;;32;62;168
4;48;4.459;185;59;39;50;89;4;21;31;92,9;1;Union;11;Torneo Local;11/04/2023;Normal;;Delantero;2;0;0;33;91;190
1;48;4.919;320;195;39;37;76;8;25;31;102,5;1;Union;11;Torneo Local;11/04/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
3;48;5.916;506;29;28;46;74;1;22;28;123,3;1;Union;11;Torneo Local;11/04/2023;Normal;;Volante / Extremo;0;1;0;27;70;178
5;48;5.169;228;42;31;34;65;4;25;30;107,7;1;Union;11;Torneo Local;11/04/2023;Normal;;Delantero;0;0;0;23;82;184
2;48;5.563;351;8;30;30;60;0;23;27;115,9;1;Union;11;Torneo Local;11/04/2023;Normal;;Lateral / Volante;0;0;0;25;70;177
7;48;5.057;243;45;27;27;54;2;18;28;105,4;1;Union;11;Torneo Local;11/04/2023;Normal;;Lateral;1;0;0;26;72;175
8;48;5.157;170;65;24;28;52;6;20;28;107,4;1;Union;11;Torneo Local;11/04/2023;Normal;;Defensor Central;0;0;0;22;86;186
6;48;4.986;179;19;22;22;44;1;15;26;103,9;1;Union;11;Torneo Local;11/04/2023;Normal;;Lateral;0;1;0;29;73;177
14;48;5.544;126;43;16;16;32;2;13;30;115,5;1;Union;11;Torneo Local;11/04/2023;Normal;;Volante Central;0;1;0;26;68;171
1;48;5.122;399;169;39;31;70;8;23;32;106,7;2;Union;11;Torneo Local;11/04/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
6;48;5.064;179;3;36;32;68;0;22;26;105,5;2;Union;11;Torneo Local;11/04/2023;Normal;;Lateral;0;0;0;29;73;177
12;37;4.033;131;61;31;29;60;4;15;28;109;2;Union;11;Torneo Local;11/04/2023;Normal;;Lateral;0;0;0;30;65;169
3;48;5.793;368;47;22;32;54;4;18;28;120,7;2;Union;11;Torneo Local;11/04/2023;Normal;;Volante / Extremo;1;0;0;27;70;178
5;48;5.053;190;18;22;27;49;0;21;26;105,3;2;Union;11;Torneo Local;11/04/2023;Normal;;Delantero;0;0;0;23;82;184
17;26;2.971;258;150;25;24;49;6;15;33;114,3;2;Union;11;Torneo Local;11/04/2023;Normal;;Lateral;0;0;0;23;69;170
9;37;4.481;220;88;19;28;47;4;19;31;121,1;2;Union;11;Torneo Local;11/04/2023;Normal;;Volante Central;0;0;0;21;78;188
15;36;3.942;240;99;26;17;43;5;20;30;109,5;2;Union;11;Torneo Local;11/04/2023;Normal;;Delantero;0;1;0;33;79;185
14;48;5.176;125;14;20;22;42;1;15;27;107,8;2;Union;11;Torneo Local;11/04/2023;Normal;;Volante Central;0;0;0;26;68;171
19;37;4.315;80;11;15;17;32;1;13;28;116,6;2;Union;11;Torneo Local;11/04/2023;Normal;;Volante Central;0;0;0;28;70;170
2;22;2.520;97;24;16;15;31;1;12;29;114,5;2;Union;11;Torneo Local;11/04/2023;Normal;;Lateral / Volante;0;1;0;25;70;177
10;12;1.167;62;41;11;17;28;2;6;32;97,3;2;Union;11;Torneo Local;11/04/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
4;11;1.036;48;28;9;9;18;2;7;29;94,2;2;Union;11;Torneo Local;11/04/2023;Normal;;Delantero;1;0;0;33;91;190
8;12;1.313;45;22;7;7;14;2;5;28;109,4;2;Union;11;Torneo Local;11/04/2023;Normal;;Defensor Central;0;0;0;22;86;186
7;12;1.286;95;21;6;6;12;1;5;27;107,2;2;Union;11;Torneo Local;11/04/2023;Normal;;Lateral;1;0;0;26;72;175
2;47;5.693;334;79;37;42;79;5;26;29;121,1;1;Huracan;12;Torneo Local;15/04/2023;Normal;;Lateral / Volante;0;0;0;25;70;177
10;47;5.097;350;125;39;40;79;8;26;31;108,4;1;Huracan;12;Torneo Local;15/04/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
7;47;4.850;332;50;32;46;78;3;24;28;103,2;1;Huracan;12;Torneo Local;15/04/2023;Normal;;Lateral;0;0;0;26;72;175
17;47;5.367;432;234;36;42;78;12;26;31;114,2;1;Huracan;12;Torneo Local;15/04/2023;Normal;;Lateral;0;0;0;23;69;170
4;47;4.942;272;59;36;37;73;4;22;27;105,1;1;Huracan;12;Torneo Local;15/04/2023;Normal;;Delantero;0;0;0;33;91;190
6;47;4.968;331;26;29;35;64;1;19;29;105,7;1;Huracan;12;Torneo Local;15/04/2023;Normal;;Lateral;0;0;0;29;73;177
3;47;5.778;377;58;27;34;61;4;23;27;122,9;1;Huracan;12;Torneo Local;15/04/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
19;47;5.526;144;0;24;36;60;0;15;24;117,6;1;Huracan;12;Torneo Local;15/04/2023;Normal;;Volante Central;0;0;0;28;70;170
8;47;5.059;258;53;26;30;56;5;21;28;107,6;1;Huracan;12;Torneo Local;15/04/2023;Normal;;Defensor Central;0;0;0;22;86;186
14;47;5.377;268;0;20;36;56;0;16;25;114,4;1;Huracan;12;Torneo Local;15/04/2023;Normal;;Volante Central;0;0;0;26;68;171
3;46;5.758;383;39;22;49;71;2;21;28;125,2;2;Huracan;12;Torneo Local;15/04/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
12;46;4.834;182;15;30;41;71;1;22;27;105,1;2;Huracan;12;Torneo Local;15/04/2023;Normal;;Lateral;0;0;0;30;65;169
9;46;5.805;477;97;25;44;69;3;23;31;126,2;2;Huracan;12;Torneo Local;15/04/2023;Normal;;Volante Central;0;0;0;21;78;188
10;32;3.656;261;28;26;37;63;2;18;27;114,3;2;Huracan;12;Torneo Local;15/04/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
1;46;5.082;353;148;31;30;61;7;19;31;110,5;2;Huracan;12;Torneo Local;15/04/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
6;46;4.843;247;24;26;34;60;2;20;27;105,3;2;Huracan;12;Torneo Local;15/04/2023;Normal;;Lateral;0;0;0;29;73;177
14;46;5.302;176;30;20;27;47;2;15;28;115,3;2;Huracan;12;Torneo Local;15/04/2023;Normal;;Volante Central;0;0;0;26;68;171
5;37;4.073;154;16;18;29;47;1;17;27;110,1;2;Huracan;12;Torneo Local;15/04/2023;Normal;;Delantero;0;0;0;23;82;184
8;46;4.270;81;0;22;21;43;0;15;23;92,8;2;Huracan;12;Torneo Local;15/04/2023;Normal;;Defensor Central;0;0;0;22;86;186
20;14;1.340;47;0;10;9;19;0;6;24;95,7;2;Huracan;12;Torneo Local;15/04/2023;Normal;;Defensor Central;0;0;0;23;79;182
4;5;543;19;12;6;8;14;1;3;27;108,6;2;Huracan;12;Torneo Local;15/04/2023;Normal;;Delantero;0;0;0;33;91;190
7;5;478;0;0;1;2;3;0;0;19;95,6;2;Huracan;12;Torneo Local;15/04/2023;Normal;;Lateral;0;0;0;26;72;175
10;48;5.409;265;79;41;58;99;5;26;30;112,7;1;Corinthians;2;Libertadores;19/04/2023;Importante;;Volante Ofensivo / Extremo;0;0;0;32;62;168
4;48;4.567;197;50;33;44;77;4;22;28;95,1;1;Corinthians;2;Libertadores;19/04/2023;Importante;;Delantero;0;0;0;33;91;190
3;48;5.887;393;101;31;43;74;6;27;29;122,6;1;Corinthians;2;Libertadores;19/04/2023;Importante;;Volante / Extremo;0;0;0;27;70;178
1;48;5.223;342;165;35;37;72;9;25;34;108,8;1;Corinthians;2;Libertadores;19/04/2023;Importante;;Lateral / Volante;0;1;0;23;60;166
25;48;5.227;178;73;26;44;70;5;21;29;108,9;1;Corinthians;2;Libertadores;19/04/2023;Importante;;Defensor Central;0;0;0;35;80;178
9;48;5.714;191;52;24;45;69;4;24;29;119;1;Corinthians;2;Libertadores;19/04/2023;Importante;;Volante Central;0;0;0;21;78;188
6;48;5.368;254;37;28;35;63;3;22;29;111,8;1;Corinthians;2;Libertadores;19/04/2023;Importante;;Lateral;0;0;0;29;73;177
14;48;5.804;231;3;20;36;56;0;18;25;120,9;1;Corinthians;2;Libertadores;19/04/2023;Importante;;Volante Central;0;0;0;26;68;171
5;48;5.163;208;24;25;28;53;1;17;28;107,6;1;Corinthians;2;Libertadores;19/04/2023;Importante;;Delantero;0;0;0;23;82;184
7;48;4.825;215;19;18;30;48;1;20;26;100,5;1;Corinthians;2;Libertadores;19/04/2023;Importante;;Lateral;0;0;0;26;72;175
10;35;3.990;216;143;31;50;81;4;21;31;114;2;Corinthians;2;Libertadores;19/04/2023;Importante;;Volante Ofensivo / Extremo;1;0;0;32;62;168
6;54;5.798;222;20;37;44;81;1;21;28;107,4;2;Corinthians;2;Libertadores;19/04/2023;Importante;;Lateral;0;0;0;29;73;177
1;54;5.642;241;102;41;32;73;5;23;29;104,5;2;Corinthians;2;Libertadores;19/04/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
9;54;5.960;217;66;20;43;63;3;19;30;110,4;2;Corinthians;2;Libertadores;19/04/2023;Importante;;Volante Central;0;0;0;21;78;188
4;54;5.162;216;69;27;35;62;4;24;32;95,6;2;Corinthians;2;Libertadores;19/04/2023;Importante;;Delantero;0;0;0;33;91;190
7;54;5.184;148;26;22;33;55;2;22;27;96;2;Corinthians;2;Libertadores;19/04/2023;Importante;;Lateral;0;0;0;26;72;175
12;29;3.466;182;23;24;25;49;1;14;29;119,5;2;Corinthians;2;Libertadores;19/04/2023;Importante;;Lateral;0;0;0;30;65;169
13;24;3.058;244;42;22;26;48;3;13;28;127,4;2;Corinthians;2;Libertadores;19/04/2023;Importante;;Lateral / Volante;0;0;0;23;68;172
14;54;5.607;101;10;22;19;41;1;14;27;103,8;2;Corinthians;2;Libertadores;19/04/2023;Importante;;Volante Central;0;0;0;26;68;171
25;35;3.531;105;9;18;20;38;0;9;26;100,9;2;Corinthians;2;Libertadores;19/04/2023;Importante;;Defensor Central;0;0;1;35;80;178
5;29;3.352;111;0;19;18;37;0;16;24;115,6;2;Corinthians;2;Libertadores;19/04/2023;Importante;;Delantero;0;0;0;23;82;184
3;25;3.092;167;34;15;20;35;2;11;27;123,7;2;Corinthians;2;Libertadores;19/04/2023;Importante;;Volante / Extremo;0;0;0;27;70;178
2;17;1.999;155;24;15;17;32;1;10;29;117,6;2;Corinthians;2;Libertadores;19/04/2023;Importante;;Lateral / Volante;0;0;0;25;70;177
8;18;1.587;85;0;9;11;20;0;5;24;88,2;2;Corinthians;2;Libertadores;19/04/2023;Importante;;Defensor Central;0;0;0;22;86;186
10;46;5.192;360;173;37;48;85;9;24;29;112,9;1;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
1;46;4.943;272;67;42;36;78;3;22;33;107,5;1;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
6;46;4.909;273;29;38;39;77;1;26;28;106,7;1;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Lateral;0;0;0;29;73;177
3;46;5.547;339;40;27;41;68;1;21;29;120,6;1;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Volante / Extremo;0;0;0;27;70;178
22;46;5.107;314;125;32;32;64;7;22;29;111;1;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Volante Ofensivo;1;0;0;28;70;187
12;46;5.529;285;87;25;38;63;4;21;30;120,2;1;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Lateral;0;0;0;30;65;169
4;46;4.166;150;130;25;36;61;5;22;30;90,6;1;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Delantero;0;0;0;33;91;190
25;46;4.859;193;74;25;30;55;4;20;30;105,6;1;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Defensor Central;0;0;0;35;80;178
9;46;5.263;226;76;19;32;51;4;18;29;114,4;1;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Volante Central;0;0;0;21;78;188
19;46;5.079;147;5;21;20;41;0;17;25;110,4;1;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Volante Central;0;0;0;28;70;170
3;50;5.596;293;56;32;42;74;3;22;29;111,9;2;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Volante / Extremo;0;1;0;27;70;178
25;50;4.865;212;42;35;34;69;2;18;28;97,3;2;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Defensor Central;0;0;0;35;80;178
4;50;3.913;102;43;33;33;66;3;16;29;78,3;2;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Delantero;0;0;0;33;91;190
10;26;2.888;169;70;28;38;66;4;19;30;111,1;2;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
9;50;5.820;231;91;29;36;65;3;26;29;116,4;2;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Volante Central;1;0;0;21;78;188
12;50;5.301;221;24;29;33;62;1;19;28;106;2;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Lateral;0;0;0;30;65;169
2;32;3.784;216;42;25;33;58;4;16;27;118,3;2;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Lateral / Volante;0;0;0;25;70;177
6;50;5.364;342;71;27;25;52;3;17;30;107,3;2;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Lateral;0;0;0;29;73;177
15;32;3.133;128;29;28;22;50;2;13;28;97,9;2;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Delantero;0;0;0;33;79;185
13;24;2.614;256;40;18;25;43;1;13;28;108,9;2;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Lateral / Volante;0;0;0;23;68;172
22;18;2.061;114;0;22;17;39;0;10;24;114,5;2;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Volante Ofensivo;0;0;0;28;70;187
17;24;2.774;299;68;14;16;30;4;14;29;115,6;2;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Lateral;0;0;0;23;69;170
1;26;2.857;205;107;15;13;28;4;11;32;109,9;2;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
19;18;2.047;46;0;5;4;9;0;4;25;113,7;2;Gimnasia;13;Torneo Local;24/04/2023;Normal;;Volante Central;0;0;0;28;70;170
11;47;6.266;562;30;64;80;144;2;37;28;133,3;1;Newells;14;Torneo Local;28/04/2023;Normal;;Volante Central;0;0;0;24;63;170
2;47;5.938;446;28;52;59;111;2;30;28;126,3;1;Newells;14;Torneo Local;28/04/2023;Normal;;Lateral / Volante;0;0;0;25;70;177
12;47;5.680;333;108;36;47;83;4;25;30;120,9;1;Newells;14;Torneo Local;28/04/2023;Normal;;Lateral;0;0;0;30;65;169
5;47;5.104;202;8;38;36;74;1;29;27;108,6;1;Newells;14;Torneo Local;28/04/2023;Normal;;Delantero;0;0;0;23;82;184
16;47;4.841;264;13;29;38;67;1;25;26;103;1;Newells;14;Torneo Local;28/04/2023;Normal;;Lateral;0;0;0;34;66;174
7;47;5.144;217;50;29;37;66;2;20;28;109,4;1;Newells;14;Torneo Local;28/04/2023;Normal;;Lateral;0;0;0;26;72;175
22;47;5.473;267;110;32;30;62;8;24;28;116,4;1;Newells;14;Torneo Local;28/04/2023;Normal;;Volante Ofensivo;0;0;0;28;70;187
14;47;6.138;219;11;28;33;61;1;26;27;130,6;1;Newells;14;Torneo Local;28/04/2023;Normal;;Volante Central;0;0;0;26;68;171
18;47;5.434;185;16;25;31;56;2;21;26;115,6;1;Newells;14;Torneo Local;28/04/2023;Normal;;Defensor Central;0;0;0;30;83;179
8;47;5.265;170;69;23;32;55;4;17;31;112;1;Newells;14;Torneo Local;28/04/2023;Normal;;Defensor Central;0;0;0;22;86;186
11;35;4.240;348;73;41;53;94;4;24;28;121,1;2;Newells;14;Torneo Local;28/04/2023;Normal;;Volante Central;0;0;0;24;63;170
12;50;5.105;452;69;31;41;72;4;22;29;102,1;2;Newells;14;Torneo Local;28/04/2023;Normal;;Lateral;0;0;0;30;65;169
10;27;2.586;159;110;30;29;59;4;17;33;95,8;2;Newells;14;Torneo Local;28/04/2023;Normal;;Volante Ofensivo / Extremo;0;0;0;32;62;168
1;40;4.063;304;88;26;32;58;5;19;32;101,6;2;Newells;14;Torneo Local;28/04/2023;Normal;;Lateral / Volante;0;0;0;23;60;166
7;50;4.992;293;0;24;29;53;0;16;25;99,8;2;Newells;14;Torneo Local;28/04/2023;Normal;;Lateral;0;0;0;26;72;175
18;50;5.026;243;50;18;30;48;4;21;30;100,5;2;Newells;14;Torneo Local;28/04/2023;Normal;;Defensor Central;0;0;0;30;83;179
14;50;5.386;218;34;15;27;42;2;14;27;107,7;2;Newells;14;Torneo Local;28/04/2023;Normal;;Volante Central;0;0;0;26;68;171
8;50;4.855;253;14;19;22;41;0;16;26;97,1;2;Newells;14;Torneo Local;28/04/2023;Normal;;Defensor Central;0;0;0;22;86;186
16;24;2.570;173;19;16;22;38;1;12;27;107,1;2;Newells;14;Torneo Local;28/04/2023;Normal;;Lateral;0;0;0;34;66;174
5;22;2.229;118;49;17;20;37;3;11;31;101,3;2;Newells;14;Torneo Local;28/04/2023;Normal;;Delantero;0;0;0;23;82;184
13;26;2.666;239;134;17;17;34;5;14;30;102,5;2;Newells;14;Torneo Local;28/04/2023;Normal;;Lateral / Volante;0;0;0;23;68;172
2;9;1.196;47;15;13;14;27;1;6;27;132,9;2;Newells;14;Torneo Local;28/04/2023;Normal;;Lateral / Volante;0;0;0;25;70;177
22;24;2.605;94;48;12;15;27;2;10;29;108,5;2;Newells;14;Torneo Local;28/04/2023;Normal;;Volante Ofensivo;0;0;0;28;70;187
4;27;2.442;117;10;12;12;24;1;7;27;90,4;2;Newells;14;Torneo Local;28/04/2023;Normal;;Delantero;0;0;0;33;91;190
9;12;1.450;162;33;8;15;23;2;7;27;120,8;2;Newells;14;Torneo Local;28/04/2023;Normal;;Volante Central;0;0;0;21;78;188
10;49;5.449;493;119;56;70;126;6;27;30;111,2;1;Liverpool;3;Libertadores;02/05/2023;Importante;;Volante Ofensivo / Extremo;0;0;0;32;62;168
4;49;4.723;198;112;40;44;84;6;19;31;96,4;1;Liverpool;3;Libertadores;02/05/2023;Importante;;Delantero;0;1;0;33;91;190
6;49;5.643;193;12;34;50;84;1;19;27;115,2;1;Liverpool;3;Libertadores;02/05/2023;Importante;;Lateral;0;0;0;29;73;177
1;49;5.389;365;132;39;43;82;9;25;30;110;1;Liverpool;3;Libertadores;02/05/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
5;49;5.325;210;26;28;38;66;2;19;30;108,7;1;Liverpool;3;Libertadores;02/05/2023;Importante;;Delantero;0;0;0;23;82;184
9;49;5.925;304;37;27;38;65;3;24;28;120,9;1;Liverpool;3;Libertadores;02/05/2023;Importante;;Volante Central;0;0;0;21;78;188
25;49;5.149;188;57;25;38;63;4;20;29;105,1;1;Liverpool;3;Libertadores;02/05/2023;Importante;;Defensor Central;0;0;0;35;80;178
3;49;6.395;416;36;28;34;62;3;27;27;130,5;1;Liverpool;3;Libertadores;02/05/2023;Importante;;Volante / Extremo;1;0;0;27;70;178
14;49;6.100;176;3;31;29;60;0;14;25;124,5;1;Liverpool;3;Libertadores;02/05/2023;Importante;;Volante Central;0;0;0;26;68;171
11;38;4.885;550;85;40;57;97;5;24;28;128,6;2;Liverpool;3;Libertadores;02/05/2023;Importante;;Volante Central;0;0;0;24;63;170
10;48;5.549;535;195;34;51;85;10;25;31;115,6;2;Liverpool;3;Libertadores;02/05/2023;Importante;;Volante Ofensivo / Extremo;0;0;0;32;62;168
9;48;5.961;419;76;33;50;83;4;22;31;124,2;2;Liverpool;3;Libertadores;02/05/2023;Importante;;Volante Central;0;0;0;21;78;188
1;48;5.234;479;158;39;42;81;9;26;29;109;2;Liverpool;3;Libertadores;02/05/2023;Importante;;Lateral / Volante;0;0;0;23;60;166
